website,link,time,header,extra1,extra2
YouTube,,"Mar 27, 2018, 10:56:48 AM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=P8k_yAlOP_I,"Mar 27, 2018, 10:54:29 AM EDT",Watched 海賊王：五把特殊的槍，只有一把封神！【最強動漫】最強動漫,,
YouTube,https://www.youtube.com/watch?v=vT5SgqmFdHc,"Mar 27, 2018, 10:53:29 AM EDT",Watched 這個頻道可能要關了...你們可以去訂閱我兄弟的頻道 Khwee Anime Amv https://www.youtube.com/watch?v=t1K3nmRZTXQJacker amv,,
YouTube,https://www.youtube.com/watch?v=MDZG8-N2DyQ,"Mar 27, 2018, 10:43:03 AM EDT",Watched 【海賊王】(Anime video) 大媽最強的7個兒子 (中文字幕 cc)【海賊王】 Official 😄😃😂😋😊🙂🤗🤔😐🙀😅😂🤣😥海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=W5XQ11wtft8,"Mar 26, 2018, 9:46:39 PM EDT",Watched 【海賊王】練到頂級霸氣的八大強者，大媽的2位甜點將星分別在哪個位置 - 中文字幕 cc 海賊王 Official海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=6NBgcJxpI9M,"Mar 26, 2018, 9:40:04 PM EDT",Watched 华晨宇《假行僧》 - 单曲纯享《歌手2018》第10期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=0IAJ3R5cG84,"Mar 26, 2018, 9:36:41 PM EDT",Watched 腾格尔《从头再来》 - 单曲纯享《歌手2018》第10期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=FZoOrI23RRM,"Mar 26, 2018, 8:03:27 PM EDT",Watched 習近平對台發狠話真有攻台之心？李克強總理權力被瓜分幾名部長臨時換；楊潔篪新職是否落到國安委；國監委有實權中紀委管黨紀；黃奇帆謝伏瞻出事預兆？（《點點今天事》）明鏡火拍,,
YouTube,,"Mar 26, 2018, 8:03:22 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=MJxEo2OORRA,"Mar 26, 2018, 8:02:53 PM EDT",Watched 【海賊王】894话分析：十年磨一剑，霜刃未曾试 (中文字幕 cc)【海賊王】 Official 😄😃😂😋😊🙂🤗🤔😐🙀😅😂🤣😥海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=5dZ8idbKcjM,"Mar 26, 2018, 7:56:24 PM EDT",Watched 【海賊王】 10大真相 One piece 10位革命軍成員，打倒世界政府的實力 中文字幕cc - 草帽海賊團 channel海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=-HnihYLyHvg,"Mar 26, 2018, 7:55:35 PM EDT",Watched 【海賊王】與路飛聯盟打敗黑鬍子的五個助力 (中文字幕 cc)【海賊王】 Official ☠️💀🙀😈👽👿🗡️😱🗡️😱🚫🚫🚫🚫🗡️海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=TqCbAjd1r3U,"Mar 26, 2018, 7:53:01 PM EDT",Watched 海賊王 - 世界最強的男人 白鬍子 愛德華·紐蓋特戎口芬西,,
YouTube,https://www.youtube.com/watch?v=6OLr5OQOKas,"Mar 26, 2018, 7:49:13 PM EDT",Watched 白鬍子發狂(2)王均源,,
YouTube,https://www.youtube.com/watch?v=jJkMP1vcTT8,"Mar 26, 2018, 7:47:35 PM EDT",Watched 中美贸易战既怼又谈，欲洞察实情，两种方法很重要！（20180326第341期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=rt1S36-smRo,"Mar 26, 2018, 10:58:18 AM EDT",Watched 【海賊王】 10大真相 One piece 中把三種霸氣修煉到極致的十個人物 中文字幕cc - 草帽海賊團 channel海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=iLuaE-HWogA,"Mar 26, 2018, 10:47:07 AM EDT",Watched 【海賊王 - 航海王】盤點十大最強的惡魔果實，屬於自然系果實不是最強  (中文字幕 cc)【海賊王】 Official 😄😃😂😋😊🙂🤗🤔😐🙀😅😂🤣😥海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=jnkDnC8qwEo,"Mar 26, 2018, 10:39:46 AM EDT",Watched 两会“黑马二杨”传递出重大讯息，人事意外折射出重要变化（20180319第337期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=7CrSdJPZLss,"Mar 26, 2018, 1:42:53 AM EDT",Watched GOT BASS CHOPS !?BassTheWorld.com,,
YouTube,https://www.youtube.com/watch?v=NwdDGtcvEkY,"Mar 26, 2018, 1:42:11 AM EDT",Watched GOT BASS CHOPS !? - Volume 2BassTheWorld.com,,
YouTube,https://www.youtube.com/watch?v=d4jnTAU-6qk,"Mar 26, 2018, 1:41:17 AM EDT",Watched Insane Slap Bass solo Improv Gospel Shout (Marcus Miller Victor Wooten) Style GrooveCocosBassment,,
YouTube,https://www.youtube.com/watch?v=6NBgcJxpI9M,"Mar 25, 2018, 11:36:59 PM EDT",Watched 华晨宇《假行僧》 - 单曲纯享《歌手2018》第10期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=gjQ1Brofle8,"Mar 25, 2018, 10:23:05 AM EDT",Watched 【ENG SUB】《歌手2018》第10期 20180323：郁可唯终极补位！腾格尔率“老炮儿”摇滚燥全场 Singer 2018 Ep10【湖南卫视官方频道】湖南卫视芒果TV官方频道 China HunanTV Official Channel,,
YouTube,https://www.youtube.com/watch?v=5PHdpOXRADA,"Mar 25, 2018, 10:19:10 AM EDT",Watched 海賊王專題#67: 山治年的夏洛特三兄弟outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=gjQ1Brofle8,"Mar 23, 2018, 10:05:10 PM EDT",Watched 【ENG SUB】《歌手2018》第10期 20180323：郁可唯终极补位！腾格尔率“老炮儿”摇滚燥全场 Singer 2018 Ep10【湖南卫视官方频道】湖南卫视芒果TV官方频道 China HunanTV Official Channel,,
YouTube,https://www.youtube.com/watch?v=EckHZZrOKSc,"Mar 23, 2018, 12:37:11 PM EDT",Watched https://www.youtube.com/watch?v=EckHZZrOKSc,,
YouTube,https://www.youtube.com/watch?v=T2lhTbzMluk,"Mar 22, 2018, 6:24:09 PM EDT",Watched Everyone's Reaction to Luffy & Company English DubbedAkainu Sr.,,
YouTube,https://www.youtube.com/watch?v=us8yXwhEXBc,"Mar 22, 2018, 6:21:25 PM EDT",Watched Luffy & Company Escape Impel Down English DubbedAkainu Sr.,,
YouTube,https://www.youtube.com/watch?v=m8lHlkXOnz4,"Mar 22, 2018, 6:20:22 PM EDT",Watched One Piece attaque finale - Luffy (& Mr.3) VS Magellan - Gomu Gomu no Gigant Stampbastikid35,,
YouTube,https://www.youtube.com/watch?v=a4Ejn4gdim4,"Mar 22, 2018, 6:16:47 PM EDT",Watched Magellan Awakening [FULL] [Eng Sub] [HD]MyZiad,,
YouTube,https://www.youtube.com/watch?v=ZdWxS0KOlyo,"Mar 22, 2018, 6:12:44 PM EDT",Watched https://www.youtube.com/watch?v=ZdWxS0KOlyo,,
YouTube,https://www.youtube.com/watch?v=WA26KIjGkp0,"Mar 21, 2018, 4:34:56 PM EDT",Watched One Piece - Admiral Akainu Kills A Marinetrav_trav,,
YouTube,https://www.youtube.com/watch?v=6sAbH_ojIwQ,"Mar 21, 2018, 12:17:27 PM EDT",Watched 华晨宇《山海》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,,"Mar 21, 2018, 12:17:23 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=BpkfBN8SajM,"Mar 21, 2018, 12:13:47 PM EDT","Watched Jack VS Admiral Marine ( Fujitora , Sengoku , and Tsuru ) - One Piece 770 Sub EnglishAirlangga DSDK",,
YouTube,https://www.youtube.com/watch?v=j_vGkenredI,"Mar 21, 2018, 12:11:00 PM EDT",Watched Vice Admiral Tsuru and Sengoku in the New World HD One piece episode 740Replay TV,,
YouTube,https://www.youtube.com/watch?v=E5nTFGU9S14,"Mar 21, 2018, 6:56:33 AM EDT",Watched https://www.youtube.com/watch?v=E5nTFGU9S14,,
YouTube,https://www.youtube.com/watch?v=No0xwzYeMDc,"Mar 21, 2018, 6:56:29 AM EDT",Watched 汪峰《再也没有》 -单曲纯享《歌手2018》第8期 Singer2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=JrHNJaFSqiY,"Mar 21, 2018, 6:45:04 AM EDT",Watched 华晨宇《山海》-个人精华《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=BbTOEEZvttk,"Mar 21, 2018, 6:39:15 AM EDT",Watched One Piece-Luffy vs Golden Lion Shiki-Full FightTheFlamingAnime Luffy,,
YouTube,https://www.youtube.com/watch?v=jKudeUxh7Ek,"Mar 21, 2018, 6:38:29 AM EDT","Watched Golden lion Shiki Vs Marineford, Sengoku and Garp ALONE! [ENG SUB]MyZiad",,
YouTube,https://www.youtube.com/watch?v=mezJCYOj6Q0,"Mar 21, 2018, 6:35:54 AM EDT",Watched Vice Admiral Garp & Sengoku Vs Golden Lion Shiki (Epic) HD Ger SubSon Goku,,
YouTube,https://www.youtube.com/watch?v=47Ww68b_VWQ,"Mar 20, 2018, 12:54:03 AM EDT",Watched https://www.youtube.com/watch?v=47Ww68b_VWQ,,
YouTube,,"Mar 20, 2018, 12:51:15 AM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=fxByBRJI8bs,"Mar 20, 2018, 12:49:20 AM EDT",Watched The Hero Garp & Sengoku The Bhudda Vs. Blackbeard & Crew! - One Piece 488 Eng Sub HDAnime Hype,,
YouTube,https://www.youtube.com/watch?v=xnayvYG_KUo,"Mar 20, 2018, 12:45:26 AM EDT",Watched Blackbeard Uses The Yami-Yami & Gura Gura Devil Fruit Powers [HD]RiseOfThePhoenix,,
YouTube,https://www.youtube.com/watch?v=XLxQ7nX3umk,"Mar 20, 2018, 12:41:29 AM EDT",Watched 隱藏在海賊王中最神秘的角色的真實身份揭秘！（獨家發現）【最強動漫】最強動漫,,
YouTube,https://www.youtube.com/watch?v=k0KbGysky1w,"Mar 19, 2018, 10:59:48 AM EDT",Watched Cool Slap Bass Exercise: Playing Drum PatternsTalkingBass - Online Bass Lessons,,
YouTube,,"Mar 19, 2018, 9:04:06 AM EDT",Watched a video that has been removed,,
YouTube,,"Mar 18, 2018, 8:43:00 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=vT3U1jmVkrc,"Mar 18, 2018, 8:42:00 PM EDT",Watched One Piece - Admiral GreenbullLegendMac,,
YouTube,https://www.youtube.com/watch?v=gQXJrFhDltw,"Mar 18, 2018, 8:41:32 PM EDT",Watched https://www.youtube.com/watch?v=gQXJrFhDltw,,
YouTube,https://www.youtube.com/watch?v=MJbrQaLyKWg,"Mar 18, 2018, 8:41:14 PM EDT","Watched MONKEY D. KONG - The Legendary Marine | ""KING KONG"" (One Piece)FlyingPandaTV / One Piece Theories",,
YouTube,https://www.youtube.com/watch?v=5uuB0MIEKXI,"Mar 18, 2018, 8:38:38 PM EDT",Watched Admiral Kizaru tries to kill Basil Hawkins & Hawkins is impressed with Kizaru - Dub One PieceHawk Eye Mihawk,,
YouTube,https://www.youtube.com/watch?v=kvHoGcqxc1c,"Mar 18, 2018, 8:36:30 PM EDT",Watched Admiral Kizaru almost Finished Basil Hawkins - Dub One PieceHawk Eye Mihawk,,
YouTube,https://www.youtube.com/watch?v=P9aTYgxs4aM,"Mar 18, 2018, 8:35:08 PM EDT",Watched Urouge shows his Epic Ability & Corners Pacifista - Dub One PieceHawk Eye Mihawk,,
YouTube,https://www.youtube.com/watch?v=8bZ8ZDWsp60,"Mar 18, 2018, 8:33:11 PM EDT",Watched Drake displays his Ancient Zoan Fruit ability & Apoo gets Hyped - Dub One PieceHawk Eye Mihawk,,
YouTube,https://www.youtube.com/watch?v=GXFtOG2m9eY,"Mar 18, 2018, 7:36:53 PM EDT",Watched 【海賊王】 10大真相 One piece 黑鬍子海賊團的十個惡魔 (中文字幕 cc)【海賊王】 Official 😄😃😂😋😊🙂🤗🤔😐🙀😅😂🤣😥海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=_1tWiy_FPQo,"Mar 18, 2018, 7:36:31 PM EDT",Watched 海賊王：最像自然系的5大果實，有人白白浪費，有人卻能讓四皇吃盡苦頭【最強動漫】最強動漫,,
YouTube,https://www.youtube.com/watch?v=BznxIDSQwrY,"Mar 18, 2018, 7:34:06 PM EDT",Watched SIZE COMPARISON OF ONE PIECE CHARACTERS 2018ledernierutopiste,,
YouTube,https://www.youtube.com/watch?v=LLtlxkWcRKI,"Mar 18, 2018, 7:31:55 PM EDT",Watched One piece characters size comparison [Part 3]ledernierutopiste,,
YouTube,https://www.youtube.com/watch?v=I49f4UM88bI,"Mar 18, 2018, 7:29:35 PM EDT",Watched Oda's Inspirations for One Piece [FULL LIST]Wayne Art,,
YouTube,https://www.youtube.com/watch?v=TdOj7yLzSoI,"Mar 18, 2018, 7:27:44 PM EDT",Watched The Worlds MOST POWERFUL BOUNTY HUNTER: Drug Peclo || One PieceJoy_Boy Theories,,
YouTube,https://www.youtube.com/watch?v=WM7G_i27ScM,"Mar 18, 2018, 7:27:36 PM EDT",Watched Why Marco said Blackbeard has a Weird Body | Blackbeard's Past Revealed - One Piece TheoryGear 5,,
YouTube,https://www.youtube.com/watch?v=jrvQsNwRqV4,"Mar 18, 2018, 7:27:12 PM EDT",Watched Kizaru Is Vegapunk! Shocking Plot Twist You Didn't See Coming - One PieceBlack Leg VinSmoke,,
YouTube,https://www.youtube.com/watch?v=RmCsveYKPGU,"Mar 18, 2018, 7:26:04 PM EDT",Watched One Piece 751 Kizaru talks about Edward Weevil (Seven Shickibukai) SUB ENGricky pozzi 2.,,
YouTube,https://www.youtube.com/watch?v=LmNJFcbc7a4,"Mar 18, 2018, 3:04:22 PM EDT",Watched The Wreck it Ralph 2 Trailer But It's Badly AnimatedElliot's Toons,,
YouTube,https://www.youtube.com/watch?v=9gVnaTAuY0w,"Mar 18, 2018, 3:04:10 PM EDT",Watched Luffy vs Giant Sea Centipede One Piece 788 HD ENG SUBLex Gus,,
YouTube,https://www.youtube.com/watch?v=Y6c0XzsTxYE,"Mar 18, 2018, 3:02:46 PM EDT",Watched Aokiji Vs. Grount! - One Piece 782 Eng Sub HDAnime Hype,,
YouTube,https://www.youtube.com/watch?v=jQ-mkBR1jzI,"Mar 18, 2018, 3:01:51 PM EDT",Watched 海賊王 最新798話 怪僧烏魯基打敗大媽四將星之一後被克力架完虐one piece Wei,,
YouTube,https://www.youtube.com/watch?v=C36RzWX1SUA,"Mar 18, 2018, 2:59:40 PM EDT",Watched Monkey D Dragon Saves Luffy against SmokerPanda Man,,
YouTube,https://www.youtube.com/watch?v=sy-BhacC2ec,"Mar 18, 2018, 2:59:11 PM EDT",Watched One Piece - Monkey D Dragon True PowersLegendMac,,
YouTube,https://www.youtube.com/watch?v=NP3_GTLQFDU,"Mar 18, 2018, 2:56:29 PM EDT",Watched Blackbeard Pirates Vs Revolutionary Army! - One Piece 779 ENG SUB HD (HYPE TRAILER)Anime Hype,,
YouTube,https://www.youtube.com/watch?v=65XIw1eBRzE,"Mar 18, 2018, 2:56:16 PM EDT",Watched Dragon summons all his Commanders! | Burgess finds Baltigo! | One Piece | 752 | 1080pMemori,,
YouTube,https://www.youtube.com/watch?v=D0viAmeukbA,"Mar 18, 2018, 2:55:34 PM EDT",Watched https://www.youtube.com/watch?v=D0viAmeukbA,,
YouTube,https://www.youtube.com/watch?v=ekb3Yl2CS0k,"Mar 18, 2018, 2:53:33 PM EDT",Watched Captain Kid & Law VS. Pacifista! - One Piece 405 Eng Sub HDAnime Hype,,
YouTube,https://www.youtube.com/watch?v=HrOJ6X3swak,"Mar 18, 2018, 2:51:18 PM EDT",Watched Captain Kid & Law & Luffy VS. Marines! - One Piece 399 Eng Sub HDAnime Hype,,
YouTube,https://www.youtube.com/watch?v=7OngUm_xve0,"Mar 18, 2018, 2:50:34 PM EDT",Watched Kaido captured Eustass Kid One Piece 779 Eng SubJevilz,,
YouTube,https://www.youtube.com/watch?v=YMWPL5Zmsac,"Mar 18, 2018, 2:50:08 PM EDT",Watched Hawkins and Killer BETRAYED Eustass Kid As Well! - One Piece Chapter 893+Black Leg VinSmoke,,
YouTube,https://www.youtube.com/watch?v=Solb1Qd8wss,"Mar 18, 2018, 2:48:11 PM EDT",Watched Jack Uses Gas and Tortures Mink Tribes ! One Piece Episode 760 ENG SUBBerzik One piece,,
YouTube,https://www.youtube.com/watch?v=WnmANYCCJ1Y,"Mar 18, 2018, 2:45:35 PM EDT",Watched One Piece 760 EN - SUB - Jack Vs Nekomamushi & Duke DogstormJACK ITROW,,
YouTube,https://www.youtube.com/watch?v=WmKK05G5WVo,"Mar 18, 2018, 2:43:14 PM EDT",Watched Nekomamushi vs Jack One Piece 759Jevilz,,
YouTube,https://www.youtube.com/watch?v=AzmzTk_VGv4,"Mar 18, 2018, 1:36:09 PM EDT",Watched 《声临其境》第11期20180317：“网友”张鲁一强势助阵韩雪 张铁林戴春荣合体引回忆杀 The Sound 【湖南卫视官方频道】湖南卫视芒果TV官方频道 China HunanTV Official Channel,,
YouTube,https://www.youtube.com/watch?v=Kt4fwc_a2FQ,"Mar 18, 2018, 1:31:10 PM EDT",Watched 霍尊《小草》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=aLNZLh-dMvA,"Mar 18, 2018, 1:30:35 PM EDT",Watched 张韶涵《追梦赤子心》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=6sAbH_ojIwQ,"Mar 18, 2018, 1:25:05 PM EDT",Watched 华晨宇《山海》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=Qvj5F7W24eo,"Mar 18, 2018, 1:24:59 PM EDT",Watched 可怕的爺爺吳艾艾,,
YouTube,https://www.youtube.com/watch?v=CBiNuFmUM8I,"Mar 18, 2018, 1:24:51 PM EDT",Watched https://www.youtube.com/watch?v=CBiNuFmUM8I,,
YouTube,https://www.youtube.com/watch?v=Uw4hqPA4Vkk,"Mar 18, 2018, 11:38:17 AM EDT",Watched 霍尊《红颜劫》-个人精华《歌手2018》第8期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=m59ZeX4qi8A,"Mar 18, 2018, 12:49:11 AM EDT",Watched 習王體制成形，反目未有時：誰投了王副主席反對票？王岐山為什麼敲桌子？‬習近平用心深遠，同時下了幾盤棋：楊振武夏寶龍雙雙總管（《點點今天事》）明鏡火拍,,
YouTube,https://www.youtube.com/watch?v=5pZWja5xp8M,"Mar 18, 2018, 12:49:03 AM EDT",Watched 王岐山当选国家副主席，习王体制再上路，友谊小船稳固否？（20180317第336期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=kJQP7kiw5Fk,"Mar 18, 2018, 12:44:56 AM EDT",Watched Luis Fonsi - Despacito ft. Daddy YankeeLuisFonsiVEVO,,
YouTube,https://www.youtube.com/watch?v=o75zG3CnNjM,"Mar 18, 2018, 12:44:08 AM EDT","Watched The Gorosei Talk About The Will of ""D""Elimpius",,
YouTube,https://www.youtube.com/watch?v=-Fxtgg6tIiY,"Mar 18, 2018, 12:38:56 AM EDT",Watched Doflamingo's Speech about the Throne Wars One Piece 746Jevilz,,
YouTube,https://www.youtube.com/watch?v=2cSgsrBWdBA,"Mar 17, 2018, 7:43:32 PM EDT",Watched 海賊王專題#54: 羅的新船員outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=TldpDyfxQe0,"Mar 17, 2018, 7:32:44 PM EDT",Watched 海賊王專題#36: 最強之盾和綠牛outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=Qv7NvsPjsOw,"Mar 17, 2018, 7:28:19 PM EDT",Watched 海賊王專題#64: 文斯莫克三兄弟(傑爾馬66)outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=Kkn_eeF5tQ8,"Mar 17, 2018, 7:24:24 PM EDT",Watched 海賊王專題#63: 四檔大蛇人路飛outlooker外行員,,
YouTube,,"Mar 17, 2018, 1:36:03 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=qpNGYqoxK7Q,"Mar 17, 2018, 1:34:22 PM EDT",Watched 海賊王 -  羅傑 與 雷利 初次相遇酷派星星,,
YouTube,https://www.youtube.com/watch?v=E5nTFGU9S14,"Mar 17, 2018, 11:10:08 AM EDT",Watched https://www.youtube.com/watch?v=E5nTFGU9S14,,
YouTube,https://www.youtube.com/watch?v=y5w11Jtkicg,"Mar 17, 2018, 11:09:30 AM EDT",Watched 海賊王：五大皇副誰最有氣場？【最強動漫】最強動漫,,
YouTube,https://www.youtube.com/watch?v=mZND_R7E9us,"Mar 17, 2018, 11:02:37 AM EDT",Watched 海賊王專題#37: 不死鳥馬爾科（小馬哥）outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=ivhunqMEaeo,"Mar 17, 2018, 10:56:44 AM EDT",Watched 海賊王專題#45: 一代梟雄風騷明哥outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=x3KpcTl2Auw,"Mar 16, 2018, 9:29:31 PM EDT",Watched [원피스] 흰수염 해적단 등장 [유노]유노,,
YouTube,https://www.youtube.com/watch?v=mh_Wf3oF9vY,"Mar 16, 2018, 9:22:25 PM EDT",Watched 人大今天开会审议“诏狱”，惊现五百年轮回（20180316第335期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=HoKbgkbWJMw,"Mar 16, 2018, 8:33:26 PM EDT",Watched 海賊王專題#49: 海賊王好姐姐劇毒粉雷玖outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=CXumJM8RY_Q,"Mar 16, 2018, 8:30:14 PM EDT",Watched 海賊王專題#51: 約翰船長和基德船長outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=jMMe7_VJwPM,"Mar 16, 2018, 8:25:54 PM EDT",Watched 海賊王專題#50: 崛起的羅布路基outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=_ApGtKJCzN0,"Mar 16, 2018, 8:21:33 PM EDT",Watched 海賊王專題#65: 卡塔庫栗的強者之敗outlooker外行員,,
YouTube,https://www.youtube.com/watch?v=HqKfUiNGO64,"Mar 16, 2018, 8:18:11 PM EDT",Watched 海賊王：尾田也承認自己疏忽了，頂上戰爭被忽略的三個漏洞【最強動漫】最強動漫,,
YouTube,https://www.youtube.com/watch?v=NB86trFkRaw,"Mar 16, 2018, 8:17:52 PM EDT",Watched 海賊王 -  琵卡 與  索隆:  剛才是你的笑聲嗎酷派星星,,
YouTube,https://www.youtube.com/watch?v=X5jehnGz9wY,"Mar 16, 2018, 8:15:11 PM EDT",Watched 海賊王 索隆超強霸氣“大千 世界”kake cho,,
YouTube,https://www.youtube.com/watch?v=v1lxSKrpWMc,"Mar 16, 2018, 8:12:53 PM EDT",Watched 海賊王 - 德林杰 與 伊迪歐酷派星星,,
YouTube,https://www.youtube.com/watch?v=5KGHOMhUS6I,"Mar 16, 2018, 8:11:44 PM EDT",Watched 海賊王 -  德林杰 與 A級戰犯 斯萊曼酷派星星,,
YouTube,https://www.youtube.com/watch?v=nNszif3eDTs,"Mar 16, 2018, 5:47:00 PM EDT",Watched Red Hot Chili Peppers - Can't Stop (Bass Cover) (Play Along Tabs In Video)CoverSolutions,,
YouTube,https://www.youtube.com/watch?v=FHohYlcdQkc,"Mar 16, 2018, 5:45:25 PM EDT",Watched Red Hot Chili Peppers - Dark Necessities (Bass Cover) (Play Along Tabs In Video)CoverSolutions,,
YouTube,https://www.youtube.com/watch?v=8UVNT4wvIGY,"Mar 16, 2018, 5:43:09 PM EDT",Watched Gotye - Somebody That I Used To Know (feat. Kimbra) - official videogotyemusic,,
YouTube,https://www.youtube.com/watch?v=hT_nvWreIhg,"Mar 16, 2018, 5:42:45 PM EDT",Watched OneRepublic - Counting StarsOneRepublicVEVO,,
YouTube,https://www.youtube.com/watch?v=mujJC_aYHzM,"Mar 16, 2018, 3:59:57 PM EDT",Watched 【海賊王】10大真相 One piece 截至最新話中已公布的懸賞金最高的角色TOP12 中文字幕 cc - 海賊王 Official channel海賊王 Official,,
YouTube,https://www.youtube.com/watch?v=q9YiWEAhI4M,"Mar 16, 2018, 3:57:10 PM EDT","Watched 海賊王,8位頂尖劍豪，眼睛上都有一道傷疤，尾田是何用意？【最強動漫】最強動漫",,
YouTube,,"Mar 16, 2018, 3:56:14 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=ODbqhG-AWwk,"Mar 16, 2018, 3:55:47 PM EDT",Watched 魯夫  對戰  賈恩.安格!!Nima AMV,,
YouTube,https://www.youtube.com/watch?v=1GNXdX4if_w,"Mar 16, 2018, 3:46:32 PM EDT",Watched #444【谷阿莫】5分鐘看完拳皇世界史主頻道【谷阿莫】,,
YouTube,https://www.youtube.com/watch?v=E5nTFGU9S14,"Mar 16, 2018, 3:11:23 PM EDT",Watched https://www.youtube.com/watch?v=E5nTFGU9S14,,
YouTube,https://www.youtube.com/watch?v=WNXSvxljHaE,"Mar 16, 2018, 11:25:33 AM EDT",Watched 【抢先版】《歌手2018》第9期 20180316：Jessie J初愈回归 华晨宇暖心与KZ互换出场序 Singer 2018 Ep9【湖南卫视官方频道】湖南卫视芒果TV官方频道 China HunanTV Official Channel,,
YouTube,https://www.youtube.com/watch?v=ZasmirBplhY,"Mar 16, 2018, 12:33:27 AM EDT",Watched One Piece Top 20 Strongest Devil Fruit Users [HD]Jeong Sheng,,
YouTube,https://www.youtube.com/watch?v=NXqEzaDnSZ0,"Mar 16, 2018, 12:32:39 AM EDT",Watched Most unexpected thing that happened in One PieceThe Hardwood Butche,,
YouTube,https://www.youtube.com/watch?v=0Kgbfod0uMg,"Mar 16, 2018, 12:32:32 AM EDT",Watched Crocodile's Epic Moment In Marinefordindstructable,,
YouTube,https://www.youtube.com/watch?v=WJH_hNAeHHk,"Mar 16, 2018, 12:31:17 AM EDT",Watched Crocodile Saves Ace [HD ENG SUB] Epic!Anime Scenes,,
YouTube,https://www.youtube.com/watch?v=qcntj5DBQwo,"Mar 16, 2018, 12:31:05 AM EDT",Watched Sir Crocodile and Daz Bones look to hijack a Navy ship together with Jinbe (Eng Sub) (HD)Waniyaro,,
YouTube,https://www.youtube.com/watch?v=qTJLy8A1rBY,"Mar 16, 2018, 12:27:45 AM EDT",Watched Sir Crocodile and Daz Bones make their way onto a Navy ship (Eng Sub) (HD)Waniyaro,,
YouTube,https://www.youtube.com/watch?v=RBumgq5yVrA,"Mar 15, 2018, 10:59:30 PM EDT",Watched Passenger | Let Her Go (Official Video)Passenge,,
YouTube,https://www.youtube.com/watch?v=rtOvBOTyX00,"Mar 15, 2018, 10:54:32 PM EDT",Watched Christina Perri - A Thousand Years [Official Music Video]Christina Perri,,
YouTube,https://www.youtube.com/results?search_query=thousand+years,"Mar 15, 2018, 10:54:29 PM EDT",Searched for thousand years,,
YouTube,https://www.youtube.com/watch?v=2Vv-BfVoq4g,"Mar 15, 2018, 10:49:12 PM EDT",Watched Ed Sheeran - Perfect (Official Music Video)Ed Sheeran,,
YouTube,https://www.youtube.com/results?search_query=perfect+ed+sheeran,"Mar 15, 2018, 10:49:07 PM EDT",Searched for perfect ed sheeran,,
